order_date,product_category,total_sales,total_profit,avg_discount,num_orders
2012-12-20,Technology,26339.463,3325.297,0.06,4
2012-12-21,Office Supplies,2656.42,907.8299999999999,0.045,2
2012-12-21,Technology,627.91,222.08,0.03,1
2012-12-22,Furniture,6668.856,871.97,0.01,1
2012-12-22,Office Supplies,3434.9399999999996,1319.9285,0.064,5
2012-12-22,Technology,1120.86,17.4,0.02,1
2012-12-23,Furniture,3195.1499999999996,-3318.7412,0.075,2
2012-12-23,Technology,23255.61,-734.33,0.0,1
2012-12-24,Furniture,1935.1,-42.96,0.01,1
2012-12-24,Office Supplies,475.82000000000005,-82.1525,0.030000000000000002,2
2012-12-25,Furniture,7979.21,-802.28929,0.015,2
2012-12-25,Office Supplies,1870.67,283.5,0.05500000000000001,4
2012-12-25,Technology,1653.607,294.966,0.02,1
2012-12-26,Furniture,15820.91,4156.610000000001,0.02,3
2012-12-26,Technology,1393.39,84.15,0.08,1
2012-12-27,Furniture,4760.02,658.88,0.0,1
2012-12-27,Office Supplies,365.69,-617.14,0.06666666666666667,3
2012-12-27,Technology,388.7135,-190.421,0.01,1
2012-12-28,Office Supplies,452.09,-18.842999999999996,0.02,3
2012-12-28,Technology,22426.2,7076.81,0.05833333333333333,6
2012-12-29,Office Supplies,133.94,45.0,0.08,1
2012-12-29,Technology,5433.0895,1365.282,0.0,1
2012-12-30,Office Supplies,1466.0700000000002,378.90000000000003,0.08,2
2012-12-30,Technology,27820.34,11630.146,0.08,1
2012-12-31,Furniture,200.57,-83.63,0.0,1
2012-12-31,Office Supplies,130.36,2.431,0.06,1
2012-12-31,Technology,8216.593,2463.462,0.01,1
2013-01-01,Furniture,447.09,89.03,0.09,1
2013-01-01,Office Supplies,455.9,-273.44399999999996,0.01,2
2013-01-01,Technology,5385.98,591.8242,0.055,2
2013-01-02,Furniture,70.25,-133.06,0.1,1
2013-01-02,Office Supplies,15520.91,950.8000000000001,0.08,3
2013-01-02,Technology,2045.5079999999998,-121.10700000000001,0.07,2
2013-01-03,Furniture,28389.14,7132.18,0.07,1
2013-01-03,Office Supplies,4590.31,75.56,0.055,6
2013-01-03,Technology,571.9000000000001,-14.419999999999995,0.045,2
2013-01-04,Office Supplies,5690.42,-204.11,0.025,2
2013-01-04,Technology,2249.05,-571.24,0.02,1
2013-01-05,Furniture,702.79,-44.81,0.04,1
2013-01-05,Office Supplies,873.67,-18.479999999999997,0.06999999999999999,3
2013-01-05,Technology,2929.372,474.615,0.07,2
2013-01-06,Furniture,661.28,6.990000000000002,0.05,2
2013-01-06,Office Supplies,113.8,-84.0765,0.07,1
2013-01-07,Furniture,6982.87,875.55,0.05,1
2013-01-07,Office Supplies,579.22,20.04,0.024,5
2013-01-08,Office Supplies,376.36,-114.549,0.015,2
2013-01-08,Technology,914.7535,-3.9999000000000002,0.01,2
2013-01-09,Technology,46057.04,19924.98,0.04,2
2013-01-10,Furniture,22481.91,5525.91,0.065,2
2013-01-10,Office Supplies,631.85,-347.74,0.072,5
2013-01-10,Technology,1221.47,-169.94,0.043333333333333335,3
2013-01-11,Furniture,3864.3199999999997,-66.34999999999997,0.05333333333333334,3
2013-01-11,Office Supplies,6430.87,990.486,0.0175,4
2013-01-11,Technology,26909.02,9537.84,0.01,2
2013-01-12,Furniture,1082.064,250.30805,0.035,2
2013-01-12,Office Supplies,1265.6899999999998,-390.53000000000003,0.06,3
2013-01-13,Office Supplies,9474.96,2646.208,0.05,4
2013-01-14,Furniture,7661.04,-173.66,0.03,2
2013-01-14,Office Supplies,1055.6299999999999,-25.69999999999999,0.03666666666666667,6
2013-01-14,Technology,6607.92,1462.724,0.06,1
2013-01-15,Office Supplies,1205.6599999999999,424.22,0.015,2
2013-01-15,Technology,7762.2880000000005,2264.501,0.02,3
2013-01-16,Furniture,5455.66,-741.78,0.045,2
2013-01-16,Office Supplies,472.76,-23.315499999999993,0.06,5
2013-01-17,Office Supplies,886.1700000000001,-17.020000000000003,0.049999999999999996,3
2013-01-18,Furniture,1313.6399999999999,5.52000000000001,0.045,2
2013-01-18,Office Supplies,2781.61,-138.4115,0.06166666666666667,6
2013-01-18,Technology,10497.402,-8453.1719,0.07,2
2013-01-19,Office Supplies,155.51,-87.34,0.07,1
2013-01-20,Furniture,2349.68,-617.37,0.043333333333333335,3
2013-01-20,Office Supplies,1032.13,-1109.57,0.041666666666666664,6
2013-01-20,Technology,1253.89,-577.4799,0.09,1
2013-01-21,Office Supplies,81.68,-25.22,0.08,1
2013-01-22,Furniture,7636.539999999999,-1266.52,0.05,2
2013-01-22,Office Supplies,1810.77,363.80449999999996,0.06,6
2013-01-22,Technology,59.93,-147.81,0.09,1
2013-01-23,Office Supplies,280.87,-214.153,0.01,1
2013-01-23,Technology,5333.58,1454.197,0.065,2
2013-01-24,Furniture,279.01,-136.84,0.05,1
2013-01-24,Office Supplies,1581.23,760.79,0.03,1
2013-01-24,Technology,3577.322,297.87700000000007,0.08,2
2013-01-25,Furniture,20168.786,-3025.528366,0.060000000000000005,3
2013-01-25,Office Supplies,10952.279999999999,3224.82,0.04,4
2013-01-26,Furniture,487.59,-205.29,0.04,1
2013-01-26,Office Supplies,1301.46,-225.14000000000001,0.05000000000000001,3
2013-01-26,Technology,196.12,4.41,0.01,1
2013-01-27,Office Supplies,5.06,-2.64,0.01,1
2013-01-28,Furniture,4888.14,1545.09,0.07,1
2013-01-28,Office Supplies,355.95,-12.400000000000006,0.04666666666666667,3
2013-01-29,Office Supplies,9323.34,1201.843,0.0475,4
2013-01-30,Office Supplies,3.85,-1.36,0.08,1
2013-01-30,Technology,5806.775,1727.977,0.08666666666666667,3
2013-01-31,Furniture,72.46,-60.74,0.05,1
2013-01-31,Office Supplies,4882.92,1318.46,0.075,4
2013-01-31,Technology,7980.26,2875.0299999999997,0.065,2
2013-02-01,Office Supplies,793.37,-21.72,0.025,4
2013-02-01,Technology,5663.098,1254.5390000000002,0.03666666666666667,3
2013-02-02,Furniture,6552.9,-461.45,0.1,1
2013-02-02,Office Supplies,2646.43,576.3255,0.048,10
2013-02-03,Technology,2622.456,25.549999999999997,0.03333333333333333,3
2013-02-04,Furniture,4540.200000000001,186.19000000000005,0.03,4
2013-02-04,Office Supplies,2269.2,74.97849999999997,0.033999999999999996,5
2013-02-04,Technology,407.116,-289.806,0.08,1
2013-02-05,Furniture,2595.07,1217.19,0.1,1
2013-02-05,Office Supplies,1857.09,426.5935,0.035,2
2013-02-06,Furniture,5149.06,605.44,0.03,1
2013-02-06,Office Supplies,1744.25,296.0799999999999,0.0225,4
2013-02-06,Technology,2706.689,1.2960000000000065,0.05500000000000001,4
2013-02-07,Furniture,4812.522,-387.844983,0.030000000000000002,2
2013-02-07,Office Supplies,1397.53,-424.35,0.0575,4
2013-02-08,Furniture,14725.58,-437.37,0.034999999999999996,2
2013-02-08,Office Supplies,754.95,-167.26350000000002,0.023333333333333334,3
2013-02-09,Office Supplies,1327.73,-1151.2995,0.05000000000000001,3
2013-02-09,Technology,21506.77,1260.51,0.06,1
2013-02-10,Furniture,633.13,-203.9,0.05,1
2013-02-10,Office Supplies,15811.65,4760.2699999999995,0.06,6
2013-02-10,Technology,1297.4485,4.212,0.04,1
2013-02-11,Furniture,4070.33,-743.54,0.07500000000000001,2
2013-02-11,Office Supplies,2939.5799999999995,75.28999999999999,0.05600000000000001,5
2013-02-11,Technology,3211.81,476.4556,0.065,4
2013-02-12,Furniture,10204.19,52.52000000000004,0.06999999999999999,3
2013-02-12,Office Supplies,460.2,-214.39,0.01,1
2013-02-12,Technology,637.04,-26.83,0.0,1
2013-02-13,Office Supplies,301.44,-213.02999999999997,0.06,2
2013-02-14,Furniture,5181.799999999999,-923.86,0.065,2
2013-02-14,Office Supplies,1379.62,-66.07,0.1,1
2013-02-14,Technology,1576.223,286.119,0.05,1
2013-02-15,Furniture,631.73,122.43,0.03,1
2013-02-15,Office Supplies,384.21000000000004,-28.089999999999996,0.07,2
2013-02-16,Office Supplies,877.0999999999999,168.968,0.05,2
2013-02-17,Furniture,8955.34,2081.48,0.1,1
2013-02-17,Office Supplies,1192.1399999999999,20.939999999999998,0.023333333333333334,3
2013-02-18,Office Supplies,136.29,-77.28,0.05,1
2013-02-19,Office Supplies,2960.89,-885.6465,0.023333333333333334,3
2013-02-19,Technology,4109.7300000000005,-34.089999999999996,0.06,2
2013-02-20,Furniture,1370.49,-244.63,0.08,1
2013-02-20,Office Supplies,2785.89,699.077,0.047142857142857146,7
2013-02-20,Technology,6776.92,1395.02,0.0,1
2013-02-21,Furniture,61.22,-76.88,0.06,1
2013-02-21,Office Supplies,1820.73,163.01999999999998,0.07666666666666667,3
2013-02-21,Technology,1940.21,-215.336,0.09,1
2013-02-22,Furniture,6627.120000000001,-952.45,0.03,3
2013-02-22,Office Supplies,1426.99,-196.609,0.04,6
2013-02-22,Technology,1501.8,112.78,0.02,1
2013-02-23,Office Supplies,2824.83,-121.62,0.016666666666666666,6
2013-02-23,Technology,313.05,81.87,0.02,1
2013-02-24,Office Supplies,788.9,-278.0015,0.05000000000000001,6
2013-02-24,Technology,208.77,-76.58,0.07,1
2013-02-25,Office Supplies,811.95,-27.189999999999998,0.035,2
2013-02-25,Technology,1694.6175,-340.0881,0.08,2
2013-02-26,Furniture,4170.84,-1887.63905,0.045000000000000005,4
2013-02-26,Office Supplies,20221.17,6637.017,0.06625,8
2013-02-26,Technology,2936.4900000000002,950.3900000000001,0.034999999999999996,2
2013-02-27,Furniture,12381.964,-1.6900000000000261,0.03,5
2013-02-27,Office Supplies,5545.91,672.408,0.055714285714285716,7
2013-02-27,Technology,34419.443999999996,10536.999,0.06799999999999999,5
2013-02-28,Office Supplies,9927.3,1953.7199999999998,0.04,2
2013-03-01,Office Supplies,1808.8899999999999,214.98000000000002,0.05,4
2013-03-01,Technology,190.1,-63.78,0.06,1
2013-03-02,Furniture,1775.0299999999997,75.91,0.07333333333333335,3
2013-03-02,Office Supplies,1011.39,-152.16000000000003,0.056666666666666664,6
2013-03-02,Technology,1098.506,218.727,0.05,1
2013-03-03,Furniture,18612.75,-961.878366,0.07,2
2013-03-03,Office Supplies,2145.27,-241.68900000000002,0.042,5
2013-03-03,Technology,803.267,-19.965,0.06,1
2013-03-04,Furniture,3491.71,-1216.64,0.04,1
2013-03-04,Office Supplies,731.79,22.22,0.09,2
2013-03-05,Furniture,53.34,-4.68,0.04,1
2013-03-05,Office Supplies,640.3,130.27,0.0575,4
2013-03-05,Technology,2478.481,249.102,0.09,1
2013-03-06,Office Supplies,15.81,-9.88,0.06,1
2013-03-07,Furniture,281.59,-6.39,0.07,1
2013-03-07,Office Supplies,9453.060000000001,1959.36,0.04125,8
2013-03-07,Technology,7544.227500000001,878.1180000000002,0.042,5
2013-03-08,Furniture,145.15,-5.620000000000001,0.02,2
2013-03-08,Office Supplies,1879.78,-1047.991,0.02333333333333333,3
2013-03-08,Technology,8760.77,1876.0640000000003,0.05666666666666667,3
2013-03-09,Furniture,239.49,-159.35,0.04,1
2013-03-09,Office Supplies,5362.34,-403.7,0.06666666666666668,9
2013-03-09,Technology,2662.183,384.39799999999997,0.05,2
2013-03-10,Furniture,812.06,220.065,0.0,1
2013-03-10,Office Supplies,314.21,49.77,0.0,1
2013-03-11,Technology,1561.2205,-226.82,0.09,1
2013-03-12,Furniture,16416.23,-2723.668366,0.03666666666666667,3
2013-03-12,Office Supplies,156.51,21.150000000000002,0.07500000000000001,2
2013-03-12,Technology,3509.4970000000003,233.28400000000002,0.05,2
2013-03-13,Furniture,5381.95,-1191.29,0.0675,4
2013-03-13,Office Supplies,2592.12,663.88,0.060000000000000005,4
2013-03-13,Technology,763.6485,-277.783,0.06,1
2013-03-14,Furniture,1457.712,-1565.89,0.03,1
2013-03-14,Office Supplies,3201.48,-480.7,0.08,2
2013-03-14,Technology,347.2675,-71.093,0.06,1
2013-03-15,Office Supplies,615.73,-63.099999999999994,0.065,2
2013-03-15,Technology,4074.9815,416.763,0.016666666666666666,3
2013-03-16,Office Supplies,1092.31,-93.56,0.025,2
2013-03-16,Technology,714.391,-62.326,0.0,1
2013-03-17,Furniture,730.51,217.57,0.08,1
2013-03-17,Office Supplies,243.60999999999999,-156.21,0.09,2
2013-03-18,Furniture,337.38,-409.79,0.0,1
2013-03-19,Office Supplies,853.3299999999999,185.98999999999998,0.03,2
2013-03-19,Technology,2422.721,366.183,0.1,1
2013-03-20,Furniture,10462.54,-1402.68,0.02,1
2013-03-20,Office Supplies,1133.96,185.0875,0.02,1
2013-03-21,Furniture,508.38,4.68,0.06,1
2013-03-21,Office Supplies,2304.0,163.60299999999998,0.05333333333333334,6
2013-03-21,Technology,1220.08,515.64,0.0,1
2013-03-22,Office Supplies,1550.28,218.81,0.02,2
2013-03-22,Technology,739.07,-71.55,0.1,1
2013-03-23,Office Supplies,188.07,-101.85,0.0,1
2013-03-24,Furniture,2012.14,241.74,0.07,1
2013-03-24,Office Supplies,6585.58,1439.6000000000001,0.08333333333333333,3
2013-03-24,Technology,3922.96,863.57,0.04,1
2013-03-25,Furniture,7038.736,-107.03820599999995,0.035,2
2013-03-25,Office Supplies,300.5,-92.86,0.065,2
2013-03-25,Technology,1685.0265000000002,141.154,0.06,2
2013-03-26,Furniture,446.72,-39.0,0.05,1
2013-03-26,Office Supplies,64.97,-190.3,0.1,1
2013-03-26,Technology,1580.6005,303.525,0.07,1
2013-03-27,Office Supplies,2239.38,-1311.54,0.04,2
2013-03-27,Technology,1338.12,519.7,0.04,1
2013-03-28,Furniture,9574.82,-505.984479,0.08,1
2013-03-28,Office Supplies,1592.79,-561.9635,0.05,4
2013-03-28,Technology,261.94,-219.7794,0.06,1
2013-03-29,Furniture,13526.67,3003.4300000000003,0.03666666666666667,3
2013-03-29,Office Supplies,569.95,-100.09,0.04,2
2013-03-30,Furniture,14176.3,-761.452,0.07,4
2013-03-30,Office Supplies,1207.69,-119.826,0.0425,4
2013-03-30,Technology,3982.42,1560.82,0.04,1
2013-03-31,Furniture,5735.79,828.27,0.08,1
2013-03-31,Office Supplies,98.24,-10.38,0.04,1
2013-03-31,Technology,2976.19,-44.5179,0.05,1
2013-04-01,Furniture,6338.68,682.8262,0.04,2
2013-04-01,Office Supplies,1617.57,373.6715,0.08,2
2013-04-01,Technology,8334.03,1886.66,0.05,1
2013-04-02,Furniture,1358.776,-163.2,0.01,1
2013-04-02,Office Supplies,193.7,-14.99,0.06,1
2013-04-03,Furniture,8737.6,-447.6500000000001,0.06,2
2013-04-03,Office Supplies,3754.32,-240.4,0.08499999999999999,2
2013-04-03,Technology,6420.6015,-2264.751,0.05,2
2013-04-04,Office Supplies,3465.41,300.654,0.06333333333333334,3
2013-04-04,Technology,2488.477,142.551,0.08,1
2013-04-05,Furniture,2851.17,-868.88,0.06,1
2013-04-05,Office Supplies,183.43,-41.86,0.06,1
2013-04-06,Furniture,1835.47,-364.873366,0.1,1
2013-04-06,Office Supplies,506.41,-115.46000000000001,0.025,2
2013-04-07,Furniture,1270.73,-425.72,0.08,1
2013-04-07,Office Supplies,1107.17,-110.7875,0.0725,4
2013-04-07,Technology,723.3075,216.702,0.01,1
2013-04-08,Office Supplies,625.0799999999999,-1111.24,0.03,3
2013-04-08,Technology,451.81,-318.594,0.05,1
2013-04-09,Office Supplies,38.56,4.08,0.03,1
2013-04-09,Technology,6307.5725,-497.46900000000005,0.034999999999999996,2
2013-04-10,Furniture,12906.369999999999,2253.67,0.05,4
2013-04-10,Office Supplies,2836.92,579.692,0.047142857142857146,7
2013-04-10,Technology,1098.149,-182.974,0.09,1
2013-04-11,Furniture,2405.17,-820.38,0.035,2
2013-04-11,Office Supplies,1044.29,203.4865,0.03833333333333334,6
2013-04-11,Technology,5360.0405,420.74699999999996,0.07666666666666667,3
2013-04-12,Furniture,12627.5,9.939579999999978,0.09000000000000001,3
2013-04-12,Office Supplies,649.72,21.33999999999999,0.06666666666666667,3
2013-04-12,Technology,893.1375,10.998,0.0,1
2013-04-15,Furniture,1983.44,265.28999999999996,0.060000000000000005,2
2013-04-15,Office Supplies,4464.26,456.4199999999999,0.06666666666666667,6
2013-04-15,Technology,6285.0115,451.16999999999996,0.05,5
2013-04-16,Furniture,778.62,247.24,0.0,1
2013-04-16,Office Supplies,1252.72,-52.04400000000001,0.074,5
2013-04-16,Technology,19839.07,6580.78,0.065,2
2013-04-17,Technology,2175.218,44.55,0.07,1
2013-04-18,Office Supplies,315.42,-41.26,0.1,1
2013-04-19,Furniture,3662.16,-372.82,0.01,1
2013-04-19,Office Supplies,792.51,7.930000000000007,0.045,4
2013-04-19,Technology,126.87,-125.99,0.08,1
2013-04-20,Furniture,37302.894,11147.510000000002,0.03666666666666667,6
2013-04-20,Office Supplies,6457.32,993.9185,0.06444444444444446,9
2013-04-20,Technology,9193.199,805.641,0.025,2
2013-04-22,Furniture,231.27,89.29,0.03,1
2013-04-22,Office Supplies,439.22,-2262.523,0.09,2
2013-04-22,Technology,586.619,83.07,0.06,1
2013-04-23,Office Supplies,104.89,22.8395,0.07,1
2013-04-24,Furniture,6130.9,583.15,0.03,1
2013-04-24,Technology,193.205,-52.239,0.0,1
2013-04-25,Office Supplies,1001.06,212.761,0.08,4
2013-04-25,Technology,469.438,-888.162,0.07,1
2013-04-26,Office Supplies,17295.030000000002,5608.32,0.07666666666666667,3
2013-04-26,Technology,1854.94,-559.78,0.04,1
2013-04-27,Office Supplies,8013.24,1854.6019999999999,0.08,3
2013-04-27,Technology,323.91,-96.53,0.09,1
2013-04-28,Furniture,7528.6,-1530.21,0.045,2
2013-04-28,Office Supplies,3144.3,523.3555,0.07,2
2013-04-29,Furniture,13750.05,-4735.43,0.049999999999999996,3
2013-04-29,Office Supplies,399.26,-18.061499999999995,0.013333333333333334,3
2013-04-29,Technology,2361.1,-1042.714,0.01,1
2013-04-30,Furniture,2661.3100000000004,-319.01,0.055,2
2013-04-30,Office Supplies,878.04,-285.563,0.043333333333333335,3
2013-04-30,Technology,6542.322999999999,593.199,0.049999999999999996,2
2013-05-01,Furniture,314.96,153.48,0.1,1
2013-05-01,Technology,6574.1795,1501.583,0.04,3
2013-05-02,Office Supplies,4627.3099999999995,-823.87,0.05000000000000001,3
2013-05-02,Technology,4260.73,251.58,0.07,1
2013-05-03,Furniture,1150.23,-114.49299999999998,0.065,2
2013-05-03,Technology,5726.91,736.651,0.03333333333333333,3
2013-05-04,Office Supplies,602.19,-381.1525,0.04,4
2013-05-05,Furniture,9416.61,-503.05000000000007,0.045000000000000005,2
2013-05-05,Office Supplies,4422.67,571.6099999999999,0.0675,4
2013-05-05,Technology,4242.76,340.88,0.07,1
2013-05-06,Office Supplies,5200.860000000001,-1253.1685,0.07142857142857142,7
2013-05-06,Technology,6383.08,605.63,0.09,2
2013-05-07,Furniture,3601.4,1072.87,0.035,2
2013-05-07,Office Supplies,5633.34,1429.1170000000002,0.03166666666666667,6
2013-05-07,Technology,4181.82,1765.48,0.01,1
2013-05-08,Office Supplies,594.82,-212.39999999999998,0.055,2
2013-05-09,Office Supplies,136.41,-2.0779999999999994,0.07,4
2013-05-10,Furniture,1651.4779999999998,-821.1099999999999,0.025,2
2013-05-10,Office Supplies,1218.72,403.985,0.043333333333333335,3
2013-05-10,Technology,1538.33,471.35,0.03,1
2013-05-11,Furniture,13288.369999999999,3307.5400000000004,0.06,2
2013-05-11,Office Supplies,7123.49,1029.5855,0.04666666666666667,6
2013-05-11,Technology,5661.555,1862.278,0.05,5
2013-05-12,Furniture,4258.38,-1372.55,0.04,2
2013-05-12,Office Supplies,5644.37,1600.28,0.05333333333333334,6
2013-05-13,Office Supplies,2124.64,-176.8815,0.043333333333333335,3
2013-05-13,Technology,10370.6355,1857.241,0.06,3
2013-05-14,Furniture,16478.010000000002,5713.7,0.036,5
2013-05-14,Office Supplies,590.78,-40.35000000000001,0.042499999999999996,4
2013-05-14,Technology,4420.386,738.498,0.065,2
2013-05-15,Furniture,1053.84,-632.16,0.0,1
2013-05-15,Office Supplies,1031.11,-18.92000000000001,0.066,5
2013-05-15,Technology,12007.05,2713.95,0.09,1
2013-05-16,Furniture,75.72,20.29,0.02,1
2013-05-16,Office Supplies,225.21,-66.16,0.06,1
2013-05-17,Office Supplies,3049.12,-51.579999999999984,0.045,4
2013-05-17,Technology,13587.963,4063.3640000000005,0.01,3
2013-05-18,Office Supplies,30.83,7.27,0.04,1
2013-05-18,Technology,331.53,-35.97,0.0,1
2013-05-19,Furniture,3457.56,-365.44,0.02,1
2013-05-19,Office Supplies,2313.6499999999996,-82.91199999999999,0.045000000000000005,4
2013-05-19,Technology,20330.306,6445.4039999999995,0.025,2
2013-05-20,Furniture,507.2,-16.53,0.035,2
2013-05-20,Office Supplies,1969.66,86.08800000000002,0.05142857142857143,7
2013-05-21,Furniture,2213.6000000000004,-489.28000000000003,0.015,2
2013-05-21,Office Supplies,1040.52,-150.50599999999997,0.052000000000000005,5
2013-05-21,Technology,3254.35,-997.53,0.04,3
2013-05-22,Office Supplies,388.56,-85.2,0.045,2
2013-05-23,Furniture,74.02,-2.91,0.02,1
2013-05-23,Office Supplies,3709.44,705.6575,0.04714285714285714,7
2013-05-23,Technology,2566.1245,-86.26799999999997,0.06,3
2013-05-24,Furniture,2447.65,1170.35,0.0,1
2013-05-24,Office Supplies,1292.8300000000002,-211.37,0.09333333333333334,3
2013-05-24,Technology,8353.289999999999,2821.75,0.08,2
2013-05-25,Furniture,4967.92,-1004.3209999999999,0.042499999999999996,4
2013-05-25,Office Supplies,1024.61,-0.8010000000000019,0.044000000000000004,5
2013-05-25,Technology,5959.0435,1259.136,0.043333333333333335,3
2013-05-26,Furniture,168.25,101.78,0.09,1
2013-05-26,Office Supplies,5177.68,1676.84,0.027500000000000004,4
2013-05-26,Technology,1562.23,-570.15,0.05500000000000001,2
2013-05-27,Furniture,12043.88,2011.31,0.07,1
2013-05-27,Office Supplies,630.05,-22.210000000000008,0.03666666666666667,3
2013-05-28,Furniture,336.84,-160.46,0.08,1
2013-05-28,Technology,5328.54,1190.99,0.038,5
2013-05-29,Furniture,2213.92,768.34,0.03,1
2013-05-29,Office Supplies,330.57000000000005,23.379999999999995,0.065,2
2013-05-29,Technology,7174.407999999999,2378.25,0.045,2
2013-05-30,Office Supplies,638.3199999999999,107.6145,0.065,2
2013-05-30,Technology,1046.12,153.19,0.03,3
2013-05-31,Furniture,5521.79,236.8907,0.065,2
2013-05-31,Office Supplies,92.25,-104.8,0.07,1
2013-05-31,Technology,2567.306,138.049,0.045,2
2013-06-01,Furniture,19269.05,4127.79,0.0,1
2013-06-01,Office Supplies,1317.26,146.32000000000002,0.03,3
2013-06-01,Technology,4261.94,4.15,0.02,1
2013-06-02,Furniture,7668.55,-715.778206,0.04,1
2013-06-02,Office Supplies,10330.94,2914.56,0.07,1
2013-06-02,Technology,1275.65,70.53,0.035,2
2013-06-03,Furniture,2657.56,126.27855,0.1,1
2013-06-03,Office Supplies,8923.48,1972.4885000000002,0.030000000000000002,4
2013-06-04,Furniture,467.15,-212.34,0.01,1
2013-06-04,Office Supplies,522.8100000000001,-214.341,0.08499999999999999,2
2013-06-04,Technology,211.44,-75.81,0.03,1
2013-06-05,Office Supplies,3748.05,317.29,0.07,2
2013-06-05,Technology,6000.6044999999995,979.837,0.052500000000000005,4
2013-06-06,Office Supplies,527.79,241.17,0.045,2
2013-06-06,Technology,5880.451500000001,1559.573,0.056666666666666664,3
2013-06-07,Furniture,23.93,-6.39,0.1,1
2013-06-07,Office Supplies,330.4,56.0,0.07,2
2013-06-07,Technology,5912.3985,645.826,0.045,4
2013-06-08,Furniture,5999.5,-750.39,0.04,2
2013-06-08,Office Supplies,4857.05,-1216.555,0.051666666666666666,6
2013-06-08,Technology,732.72,8.6,0.03,1
2013-06-09,Furniture,2207.9,579.76,0.02,1
2013-06-09,Office Supplies,1396.24,-18.31650000000001,0.03,8
2013-06-10,Furniture,4175.4,-580.1899999999999,0.025,2
2013-06-10,Office Supplies,550.6,-46.847500000000004,0.043333333333333335,3
2013-06-10,Technology,2719.354,685.914,0.035,2
2013-06-11,Furniture,1243.52,360.94,0.08,1
2013-06-13,Furniture,2381.23,-882.65,0.08,2
2013-06-13,Office Supplies,534.07,-3.1879999999999997,0.07,2
2013-06-13,Technology,278.66,-77.36,0.05,1
2013-06-14,Office Supplies,2331.06,-106.71000000000001,0.024,5
2013-06-14,Technology,1365.78,-415.18,0.06333333333333334,3
2013-06-15,Furniture,1097.6,216.12,0.05,1
2013-06-15,Office Supplies,511.76,-104.29599999999999,0.0825,4
2013-06-15,Technology,1435.0800000000002,-230.36189999999996,0.016666666666666666,3
2013-06-16,Furniture,6709.23,-541.783366,0.07,2
2013-06-16,Office Supplies,9531.08,3909.9320000000002,0.085,2
2013-06-16,Technology,7537.0945,1122.46,0.07500000000000001,2
2013-06-17,Office Supplies,2597.7599999999998,196.48000000000002,0.065,6
2013-06-17,Technology,15908.1485,5134.942999999999,0.065,4
2013-06-18,Technology,11481.03,2799.65,0.08,1
2013-06-19,Office Supplies,2291.65,460.8985,0.044,5
2013-06-19,Technology,9469.974499999998,2822.596,0.02666666666666667,3
2013-06-20,Technology,458.65,-249.91000000000003,0.055,2
2013-06-21,Office Supplies,1347.54,-320.5155,0.04857142857142858,7
2013-06-21,Technology,1711.79,812.32,0.01,1
2013-06-22,Office Supplies,125.57,-45.16,0.03,1
2013-06-22,Technology,268.7105,-337.656,0.09,1
2013-06-23,Furniture,1068.89,129.47,0.055,2
2013-06-23,Office Supplies,11513.9,1102.603,0.0575,4
2013-06-23,Technology,6091.5105,1512.091,0.07666666666666666,3
2013-06-24,Furniture,4679.1,111.52,0.05,1
2013-06-24,Office Supplies,181.27999999999997,-91.03,0.08,2
2013-06-25,Furniture,6568.024,1715.9,0.06,1
2013-06-25,Office Supplies,12518.86,3012.4175,0.041999999999999996,10
2013-06-25,Technology,29454.568,-10.712000000000103,0.01,2
2013-06-26,Furniture,742.05,-337.98,0.05,1
2013-06-26,Office Supplies,384.9,-108.28,0.07,1
2013-06-26,Technology,1344.73,560.1800000000001,0.055,2
2013-06-27,Furniture,921.05,-101.15,0.0,2
2013-06-27,Office Supplies,335.78,-105.21000000000001,0.07,2
2013-06-27,Technology,13088.575499999999,3272.729,0.03666666666666667,3
2013-06-28,Furniture,4281.13,-1446.08,0.05,1
2013-06-28,Office Supplies,182.33,40.851,0.1,1
2013-06-28,Technology,6058.8085,1447.223,0.06,2
2013-06-29,Furniture,6170.912,-528.653125,0.04,1
2013-06-29,Office Supplies,402.03000000000003,100.78999999999999,0.03,2
2013-06-29,Technology,452.93,-172.34,0.09,1
2013-06-30,Office Supplies,3674.32,976.8240000000001,0.0425,4
2013-06-30,Technology,379.78,-71.59,0.1,1
2013-07-03,Furniture,5509.75,-622.761237,0.005,2
2013-07-03,Office Supplies,4456.93,-923.9299999999998,0.0575,8
2013-07-03,Technology,6730.3675,-126.22050000000002,0.045,4
2013-07-04,Office Supplies,2113.31,475.0345,0.06999999999999999,5
2013-07-04,Technology,5801.400000000001,2746.96,0.09,2
2013-07-05,Office Supplies,225.63,-66.291,0.095,2
2013-07-07,Furniture,1822.83,-627.641157,0.08,1
2013-07-07,Office Supplies,67.45,24.28,0.05,1
2013-07-07,Technology,4357.117,1192.977,0.07,1
2013-07-09,Furniture,3680.7700000000004,-1576.1399999999999,0.07,2
2013-07-09,Office Supplies,611.72,-25.939999999999998,0.04,2
2013-07-10,Office Supplies,97.13,-37.06,0.05,1
2013-07-13,Office Supplies,274.04,-243.869,0.1,1
2013-07-14,Office Supplies,2275.64,278.4985,0.038,5
2013-07-14,Technology,1131.888,-63.72399999999999,0.025,2
2013-07-15,Furniture,208.04,14.77,0.1,1
2013-07-15,Office Supplies,6375.28,489.02,0.06,1
