order_date,region,total_sales,total_profit,avg_discount,num_orders
2012-07-27,Central,286.8,-55.58,0.025,2
2012-07-27,East,772.73,299.53,0.05666666666666667,3
2012-07-27,South,2375.744,314.291,0.1,2
2012-07-28,East,8447.59,-881.8399999999999,0.005,2
2012-07-28,West,13070.2,-6923.5992,0.07,1
2012-07-29,Central,411.62,-205.614,0.055,2
2012-07-29,East,5544.54,-608.34,0.07,2
2012-07-30,Central,2559.2395,285.22350000000006,0.049999999999999996,6
2012-07-31,Central,9340.349999999999,1820.11,0.02,2
2012-07-31,East,367.53,11.65095,0.03,1
2012-07-31,West,26812.47,12552.7465,0.036,5
2012-08-01,Central,3676.8,1445.6000000000001,0.023333333333333334,3
2012-08-01,West,10885.38,-466.3375,0.04,2
2012-08-02,Central,6103.62,2017.5240000000001,0.038,5
2012-08-02,West,356.53,83.43,0.05,2
2012-08-03,South,7136.0895,902.259,0.04666666666666667,3
2012-08-04,Central,2990.82,492.54,0.07666666666666667,3
2012-08-04,East,6036.032499999999,1710.9,0.01,2
2012-08-04,West,4032.52,-7911.134599999999,0.056666666666666664,3
2012-08-05,Central,6301.878000000001,794.097,0.04833333333333334,6
2012-08-05,East,1033.93,63.41,0.0,1
2012-08-05,West,17803.29,1780.77,0.07,2
2012-08-06,Central,662.62,-241.53,0.034,5
2012-08-06,East,259.25,-64.03,0.1,1
2012-08-06,South,10114.227499999999,2433.009,0.0475,4
2012-08-06,West,1219.2485,132.786,0.01,1
2012-08-07,Central,642.8,-253.11,0.08,1
2012-08-07,East,2482.034,421.893,0.08,1
2012-08-07,West,728.89,185.0125,0.07333333333333333,3
2012-08-08,South,1187.1525,33.192,0.03,1
2012-08-09,Central,260.38,-52.2185,0.09,2
2012-08-09,South,977.5600000000001,-10.830000000000002,0.085,2
2012-08-10,Central,17007.807,1327.797,0.025,4
2012-08-10,East,416.71,-77.087,0.035,2
2012-08-10,South,89.93,-44.82,0.03,1
2012-08-10,West,524.69,-457.4,0.06,3
2012-08-11,Central,7991.22,746.42,0.052000000000000005,5
2012-08-11,South,2797.41,984.3,0.06,1
2012-08-11,West,119.9,-14.47,0.03,1
2012-08-12,Central,1303.0964999999999,-364.8065,0.04,4
2012-08-12,West,633.91,141.17,0.0,1
2012-08-13,South,1983.1299999999999,-309.46999999999997,0.05,2
2012-08-14,Central,3535.172,540.582,0.06333333333333334,3
2012-08-14,East,5103.3965,941.358,0.03666666666666667,3
2012-08-14,South,8573.116999999998,2125.471,0.04,4
2012-08-14,West,4905.26,463.36,0.049999999999999996,3
2012-08-15,Central,9469.422,398.8734999999999,0.05714285714285715,7
2012-08-15,East,684.45,-243.14,0.045,2
2012-08-15,South,587.332,63.602000000000004,0.015,2
2012-08-15,West,20732.21,4292.9478,0.05,4
2012-08-16,Central,192.49,-98.3,0.02,1
2012-08-16,East,4305.156,-522.134479,0.05,2
2012-08-16,West,2281.9,-268.90000000000003,0.05000000000000001,3
2012-08-17,Central,2041.19,241.89000000000001,0.035,2
2012-08-18,Central,6262.662,1449.073,0.005,2
2012-08-18,South,244.9,-135.4,0.06,1
2012-08-18,West,23339.530000000002,-707.755,0.04,5
2012-08-19,South,991.36,-103.11,0.1,1
2012-08-19,West,3339.6645,845.025,0.045000000000000005,4
2012-08-20,Central,10784.98,885.481,0.036666666666666674,3
2012-08-21,East,3878.49,1397.86,0.09,1
2012-08-21,West,31033.778,2275.362,0.042,5
2012-08-22,East,9727.526,-870.0379999999999,0.05333333333333334,3
2012-08-22,South,5100.54,282.15,0.037500000000000006,4
2012-08-22,West,2055.98,1016.86,0.0,1
2012-08-23,Central,4736.73,-360.15177,0.085,2
2012-08-23,South,9755.568,304.13199999999995,0.026000000000000002,5
2012-08-24,Central,1241.55,-58.03999999999998,0.04,3
2012-08-24,East,345.37,84.34,0.01,1
2012-08-24,South,3734.0114999999996,-599.717,0.025,2
2012-08-24,West,240.24,-84.93,0.05,1
2012-08-25,East,4340.570000000001,787.4965,0.0675,4
2012-08-26,Central,999.1800000000001,-538.88,0.06,2
2012-08-26,South,1203.49,-2307.83,0.07500000000000001,2
2012-08-27,Central,6705.209999999999,634.8969999999999,0.026000000000000002,5
2012-08-27,East,343.0,-76.94,0.0,1
2012-08-27,West,1786.24,-35.651500000000006,0.07666666666666667,3
2012-08-28,Central,1077.3555000000001,-114.318,0.036666666666666674,3
2012-08-28,South,123.92,45.83,0.09,1
2012-08-28,West,11573.048,-2280.44,0.06333333333333334,3
2012-08-29,East,33.43,8.47,0.06,1
2012-08-29,West,1604.52,-213.70999999999998,0.015,2
2012-08-30,West,305.48,47.14,0.1,1
2012-08-31,East,1821.4699999999998,-126.29050000000001,0.0275,4
2012-08-31,South,42.3,-25.38,0.06,1
2012-08-31,West,812.6700000000001,-107.16,0.013333333333333334,3
2012-09-01,Central,209.42,65.41,0.1,1
2012-09-01,East,19307.6,2829.16,0.07666666666666666,3
2012-09-01,South,1033.6245,-101.566,0.0625,4
2012-09-02,East,12606.44,1651.2605,0.05833333333333333,6
2012-09-03,West,541.47,90.62,0.05,1
2012-09-04,Central,6907.237,1262.2900000000002,0.086,5
2012-09-04,South,9501.624,-686.45,0.07,1
2012-09-04,West,37597.102,8513.454,0.026000000000000002,5
2012-09-05,Central,5284.04,529.798,0.02,2
2012-09-05,West,9319.044,1910.074,0.04833333333333333,6
2012-09-06,Central,14632.239999999998,-5291.6,0.064,5
2012-09-06,West,338.4,-66.53099999999999,0.06,2
2012-09-07,West,776.0899999999999,-89.47399999999999,0.05666666666666667,3
2012-09-08,South,353.25,60.06,0.02,1
2012-09-08,West,5961.29,636.017,0.07333333333333333,3
2012-09-09,South,14.74,-2.58,0.08,1
2012-09-10,East,3118.6,804.2,0.06,1
2012-09-10,West,1709.3965,95.176,0.01,2
2012-09-11,Central,880.1185,-322.92199999999997,0.03666666666666667,3
2012-09-11,East,1026.84,-435.15000000000003,0.0675,4
2012-09-11,West,452.19,167.656,0.03,3
2012-09-12,Central,1633.73,-129.12400000000002,0.035,4
2012-09-12,East,348.23,116.233,0.04,2
2012-09-12,South,292.3405,-420.585,0.01,1
2012-09-12,West,8374.132,2568.096,0.06,1
2012-09-13,Central,8295.29,2267.22,0.08,1
2012-09-13,South,4695.327,-109.739,0.034,5
2012-09-14,Central,125.01,-56.35,0.08,1
2012-09-14,East,2854.73,-1041.618366,0.07,3
2012-09-14,South,1958.366,259.339,0.005,2
2012-09-15,Central,34.88,-22.12,0.09,1
2012-09-15,East,81.76,8.53,0.06,1
2012-09-15,South,2544.73,375.87,0.02,1
2012-09-15,West,1718.0900000000001,258.318,0.015,2
2012-09-16,Central,14193.66,2647.63,0.052000000000000005,5
2012-09-16,East,907.24,-634.7341,0.07,1
2012-09-16,South,20175.48,9373.9615,0.0,1
2012-09-16,West,628.26,-148.447,0.06,3
2012-09-17,Central,10507.61,3277.5389999999998,0.023333333333333334,3
2012-09-17,East,350.33,-59.260000000000005,0.07500000000000001,2
2012-09-17,West,498.1,125.47999999999999,0.055,2
2012-09-18,Central,2615.91,1119.21,0.04666666666666667,3
2012-09-18,South,1394.36,271.45,0.0,1
2012-09-18,West,88.24,-56.6,0.01,1
2012-09-19,Central,112.63,-201.6,0.08,1
2012-09-19,East,1142.36,72.78,0.02,1
2012-09-19,South,2270.59,333.63,0.0175,4
2012-09-19,West,4766.81,207.74,0.048,5
2012-09-20,Central,380.65999999999997,78.37,0.055,2
2012-09-20,East,605.97,-22.72,0.07,1
2012-09-20,South,3085.6325,495.86899999999997,0.03333333333333333,3
2012-09-21,East,96.04,-50.75,0.05,1
2012-09-21,South,66.09,13.71,0.09,1
2012-09-22,West,6163.9,211.25,0.049999999999999996,2
2012-09-23,Central,6144.6225,87.53999999999996,0.05,4
2012-09-23,South,2504.55,654.7199999999999,0.07,2
2012-09-24,Central,2305.514,-904.2415,0.056666666666666664,6
2012-09-24,South,3021.64,-720.2,0.07,1
2012-09-24,West,157.63,-78.13,0.06,1
2012-09-25,Central,5073.1625,534.642,0.082,5
2012-09-25,South,5894.317,-74.84500000000003,0.0675,4
2012-09-25,West,9532.99,2904.21,0.025,2
2012-09-26,South,8809.89,-123.14999999999998,0.027500000000000004,4
2012-09-27,Central,1981.26,100.8,0.07,1
2012-09-27,South,2231.424,124.61300000000001,0.07,2
2012-09-27,West,152.26,64.99,0.04,1
2012-09-28,Central,1821.07,305.05,0.04,2
2012-09-28,South,689.74,-490.84,0.06,1
2012-09-28,West,1513.1299999999999,-61.96,0.03,2
2012-09-29,Central,665.1455,-451.004,0.025,2
2012-09-29,East,6021.88,1564.3375,0.06333333333333334,3
2012-09-29,South,642.9145,-118.8,0.01,1
2012-09-29,West,198.44,-87.46,0.01,1
2012-09-30,East,27030.07,9957.259,0.0625,4
2012-09-30,South,3853.88,767.4069999999999,0.035,2
2012-09-30,West,469.53999999999996,-50.3845,0.08,2
2012-10-01,Central,623.71,-213.32,0.01,1
2012-10-01,East,592.1855,-467.808,0.05333333333333334,3
2012-10-01,South,9489.62,2344.6504999999997,0.055,2
2012-10-01,West,88.23,-195.93,0.1,1
2012-10-02,Central,7602.23,1249.3200000000002,0.015,2
2012-10-02,West,17334.0,-3608.1849,0.025,2
2012-10-04,Central,288.87,-61.858999999999995,0.055,2
2012-10-04,East,36177.1835,13391.814999999999,0.04777777777777778,9
2012-10-04,South,1978.88,545.3265,0.043333333333333335,3
2012-10-05,Central,5452.51,-211.11,0.02,2
2012-10-05,East,15563.261000000002,2572.5549,0.03666666666666667,3
2012-10-06,South,176.28,-80.3045,0.07,1
2012-10-06,West,668.096,-131.71,0.005,2
2012-10-07,Central,6940.652,747.5465,0.06999999999999999,5
2012-10-07,East,11739.39,1242.7199999999998,0.07666666666666667,3
2012-10-07,West,870.114,-32.300000000000004,0.07,2
2012-10-08,Central,822.8425,4.392,0.1,1
2012-10-08,East,399.21000000000004,41.668,0.07,2
2012-10-08,South,1736.3600000000001,244.55,0.04,3
2012-10-08,West,3044.7,-78.36,0.04,1
2012-10-09,Central,13545.5735,1152.6664999999998,0.05625,8
2012-10-09,South,5505.17,1565.6299999999999,0.06833333333333334,6
2012-10-10,Central,659.13,187.57,0.09,1
2012-10-10,East,43.55,-3.64,0.1,1
2012-10-10,South,2827.8555,614.863,0.06333333333333334,3
2012-10-11,Central,33.64,-22.45,0.01,1
2012-10-11,East,158.83,-56.97,0.0,1
2012-10-11,South,1947.1599999999999,-41.53999999999999,0.03,2
2012-10-11,West,863.26,229.6,0.09,1
2012-10-12,South,103.55,19.59,0.03,1
2012-10-12,West,487.72,-192.2961,0.06,1
2012-10-13,Central,7964.6655,1818.643,0.04,4
2012-10-13,East,3234.71,-752.8497,0.035,2
2012-10-15,Central,3442.0750000000003,-26.34259999999998,0.082,5
2012-10-15,East,157.57,-57.063,0.08,1
2012-10-15,South,513.5,82.96,0.02,1
2012-10-15,West,350.95,-234.0815,0.025,2
2012-10-17,Central,1003.06,271.78,0.03,1
2012-10-17,East,2421.44,-949.09,0.09,1
2012-10-17,South,112.47,46.74,0.0,1
2012-10-17,West,19810.7,-12631.0686,0.05,2
2012-10-18,Central,2284.02,792.24,0.02666666666666667,3
2012-10-18,South,4773.502,1289.202,0.02,3
2012-10-18,West,1333.19,331.48,0.01,1
2012-10-19,South,7993.29,2774.062,0.0675,4
2012-10-19,West,1414.653,-220.331,0.01,2
2012-10-20,Central,18447.3615,5706.098999999999,0.045,2
2012-10-20,East,226.16000000000003,19.805,0.06,2
2012-10-20,South,49327.97,16739.8495,0.038,5
2012-10-20,West,1768.969,341.1,0.0,1
2012-10-21,Central,52.38,11.72,0.06,1
2012-10-21,East,21337.27,7606.0,0.02,1
2012-10-21,South,1813.95,-142.2062,0.056666666666666664,3
2012-10-22,East,2152.1299999999997,890.76,0.02,2
2012-10-23,Central,15070.0,2998.6035,0.05,4
2012-10-24,West,652.3499999999999,45.908,0.043333333333333335,3
2012-10-25,South,128.31,-55.72,0.05,1
2012-10-25,West,17241.210000000003,5213.660000000001,0.0325,4
2012-10-26,East,2651.23,-741.81,0.09,1
2012-10-27,South,1960.85,20.929999999999993,0.08499999999999999,2
2012-10-27,West,2951.438,667.278,0.0,1
2012-10-28,Central,367.11,116.7985,0.09,1
2012-10-28,East,10332.81,3104.77,0.06333333333333334,3
2012-10-28,South,2400.44,558.69,0.06666666666666667,3
2012-10-29,East,375.855,-15.122,0.025,2
2012-10-29,South,4308.5975,-785.8565,0.023333333333333334,3
2012-10-29,West,925.23,-300.2405,0.0325,4
2012-10-30,East,620.02,50.04,0.05,1
2012-10-30,South,150.24,19.74,0.08,2
2012-10-30,West,38.37,-13.88,0.1,1
2012-10-31,East,1535.7165,-110.492,0.043333333333333335,3
2012-10-31,South,133.85,-5.28,0.03,1
2012-10-31,West,11.89,-6.12,0.06,1
2012-11-01,South,152.31,38.08,0.03,1
2012-11-02,Central,880.23,-1830.2595000000001,0.05000000000000001,3
2012-11-02,East,10521.04,-1269.91,0.09000000000000001,3
2012-11-02,South,3334.172,-980.4495,0.043333333333333335,3
2012-11-02,West,1972.9165,299.663,0.025,2
2012-11-03,Central,12955.926,514.2570000000001,0.04285714285714286,7
2012-11-03,East,4551.29,-467.09000000000003,0.02666666666666667,3
2012-11-03,South,6865.19,1541.68,0.09,1
2012-11-03,West,460.43,-76.18,0.07,1
2012-11-04,Central,219.26999999999998,-16.4405,0.005,2
2012-11-04,East,1769.205,451.78,0.04,4
2012-11-04,South,658.64,-263.76,0.04666666666666667,3
2012-11-05,Central,155.8,27.22,0.0,1
2012-11-05,West,10649.201500000001,2785.8630000000003,0.02,4
2012-11-06,Central,496.307,-89.16499999999999,0.030000000000000002,2
2012-11-07,South,153.27,60.29,0.08,1
2012-11-07,West,453.87,-217.69,0.02,1
2012-11-08,Central,11626.922999999999,2286.782,0.05,5
2012-11-08,East,2004.4,544.3,0.05,1
2012-11-08,South,6481.95,846.23,0.09,1
2012-11-08,West,203.91,-35.443,0.02,1
2012-11-09,Central,30.47,-10.7,0.02,1
2012-11-10,Central,1477.5500000000002,118.28379999999999,0.049999999999999996,3
2012-11-10,East,3923.91,-87.84,0.065,2
2012-11-10,South,641.89,207.3,0.03,1
2012-11-10,West,754.92,-129.5691,0.0,1
2012-11-11,East,9203.699999999999,2402.07,0.06,3
2012-11-11,West,994.04,-335.06,0.03,1
2012-11-12,East,670.03,-326.47,0.01,1
2012-11-12,South,6066.610000000001,2325.015,0.06,2
2012-11-13,West,889.63,193.22,0.005,2
2012-11-14,Central,1866.1125,83.17649999999999,0.0475,4
2012-11-14,South,5930.34,427.68,0.07,1
2012-11-15,Central,964.5799999999999,-1192.8500000000001,0.045,2
2012-11-16,Central,1407.7105,-5.634,0.07500000000000001,2
2012-11-16,South,859.27,-254.66,0.07,2
2012-11-16,West,5064.475000000001,1236.3139999999999,0.05333333333333334,6
2012-11-17,Central,2799.7,884.08,0.04,1
2012-11-17,East,4770.49,1311.1577,0.0625,4
2012-11-17,South,1331.2800000000002,73.196,0.05000000000000001,3
2012-11-18,South,1205.2,124.4375,0.08,3
2012-11-19,Central,6530.61,-648.76,0.05000000000000001,3
2012-11-20,Central,6339.6900000000005,340.5403,0.06333333333333334,3
2012-11-20,East,15390.9625,1144.1865229999999,0.07,4
2012-11-20,South,3631.756,-845.6205,0.07500000000000001,2
2012-11-20,West,2735.96,-1018.03,0.0725,4
2012-11-21,Central,239.82999999999998,-27.82,0.005,2
2012-11-21,South,2140.74,160.45549999999997,0.06,2
2012-11-22,Central,1811.7275000000002,878.805,0.05000000000000001,3
2012-11-22,South,632.05,-626.61,0.09,1
2012-11-23,Central,10107.99,4908.88,0.05,2
2012-11-23,East,3675.96,1032.8600000000001,0.04,3
2012-11-23,South,8802.119999999999,-858.1839999999999,0.052000000000000005,5
2012-11-23,West,351.06,-306.32,0.02,1
2012-11-24,Central,2173.52,-621.1745000000001,0.065,4
2012-11-24,West,2154.094,-395.871,0.05,2
2012-11-25,Central,10955.7225,2812.766,0.04375,8
2012-11-25,East,725.15,140.57,0.05,1
2012-11-25,West,2525.9875,416.673,0.09,1
2012-11-26,South,2665.8300000000004,39.391,0.03333333333333333,3
2012-11-27,Central,20872.16,-4437.91,0.03,1
2012-11-28,Central,1958.827,476.905,0.02,2
2012-11-28,South,835.48,-58.13,0.06,1
2012-11-28,West,941.4,369.48,0.05,1
2012-11-29,Central,181.78,71.56,0.02,1
2012-11-29,East,908.0,-147.52,0.07,4
2012-11-29,South,8094.55,2008.71,0.05,1
2012-11-30,Central,3161.78,338.13,0.04,4
2012-11-30,East,970.53,-118.649,0.05800000000000001,5
2012-12-01,Central,1815.3899999999999,-1148.53,0.08,2
2012-12-01,East,4387.24,-286.47,0.09,1
2012-12-01,South,67.97,-109.94,0.06,1
2012-12-01,West,1011.9,247.94,0.07,1
2012-12-02,Central,651.07,74.07549999999999,0.055,2
2012-12-02,East,407.81,-34.2555,0.04,4
2012-12-02,South,2632.44,911.1205,0.01,2
2012-12-03,East,34.66,-20.87,0.06,1
2012-12-04,Central,2499.951,-324.578,0.065,2
2012-12-04,East,243.5,23.87,0.09,1
2012-12-04,South,410.35,114.02,0.1,1
2012-12-05,Central,436.98,75.61,0.07,1
2012-12-05,East,38750.71000000001,10201.84,0.042,5
2012-12-05,South,9916.310000000001,-1622.303,0.04,2
2012-12-05,West,3313.9199999999996,982.54,0.06,3
2012-12-06,Central,15709.070000000002,654.5509999999999,0.055,8
2012-12-06,East,340.51,3.960000000000001,0.05000000000000001,3
2012-12-06,South,2023.8700000000001,152.5365,0.04,2
2012-12-07,Central,7228.16,-63.9778,0.013333333333333334,3
2012-12-07,South,4279.65,-56.764500000000226,0.03666666666666667,3
2012-12-08,East,5001.29,1680.9175,0.09,1
2012-12-08,West,3390.51,1169.7105,0.05,1
2012-12-09,Central,478.04050000000007,-52.5345,0.043333333333333335,3
2012-12-09,East,26.5,20.12,0.05,1
2012-12-09,West,1582.47,-205.0242,0.05,1
2012-12-10,Central,258.19,-103.27,0.1,1
2012-12-10,East,47.55,10.01,0.0,1
2012-12-10,West,2665.64,-107.49,0.1,1
2012-12-11,Central,334.71,31.74,0.01,1
2012-12-11,East,222.65,-131.16,0.02,1
2012-12-11,South,8871.356,2669.887,0.028000000000000004,5
2012-12-12,Central,51275.047,2501.5735,0.06083333333333333,12
2012-12-12,South,203.53,-101.28,0.06,1
2012-12-13,Central,2263.61,949.2935,0.065,2
2012-12-13,West,13255.93,4089.27,0.02,1
2012-12-14,Central,5520.62,-1443.8104999999998,0.07,4
2012-12-14,East,2284.22,1071.51,0.045,2
2012-12-14,South,1314.3,-92.36,0.02666666666666667,3
2012-12-15,South,971.4475,-609.1020000000001,0.0,2
2012-12-16,Central,2379.7,635.13,0.025,2
2012-12-16,South,1080.3,-50.09,0.043333333333333335,3
2012-12-16,West,5863.58,-352.5,0.03,2
2012-12-17,East,39.13,-23.14,0.1,1
2012-12-17,South,71.39,-39.33,0.09,1
2012-12-17,West,970.47,192.38,0.1,1
2012-12-18,Central,1281.0365,-122.16499999999999,0.095,2
2012-12-18,South,2837.7200000000003,368.95000000000005,0.06666666666666667,3
2012-12-18,West,4097.53,-612.3199999999999,0.08499999999999999,2
2012-12-19,Central,1670.65,436.245,0.04,3
2012-12-19,East,19239.879999999997,2019.50095,0.08333333333333333,3
2012-12-19,West,1734.09,-154.5,0.075,2
2012-12-20,Central,1082.43,23.97,0.06,1
2012-12-20,East,9327.5405,-372.33599999999996,0.07333333333333333,3
2012-12-20,West,24122.7025,3682.5029999999997,0.043333333333333335,3
2012-12-21,Central,2609.53,911.66,0.0,1
2012-12-21,South,674.8,218.25,0.06,2
2012-12-22,Central,3423.43,1325.0885,0.055,4
2012-12-22,West,7801.226,884.21,0.043333333333333335,3
2012-12-23,Central,23639.06,-978.8000000000001,0.03,2
2012-12-23,East,2811.7,-3074.2712,0.09,1
2012-12-24,Central,1935.1,-42.96,0.01,1
2012-12-24,West,475.82000000000005,-82.1525,0.030000000000000002,2
2012-12-25,Central,5381.47,-131.26929,0.025,2
2012-12-25,South,4468.41,-387.5200000000001,0.05,4
2012-12-25,West,1653.607,294.966,0.02,1
2012-12-26,Central,652.24,185.04,0.02,1
2012-12-26,East,1994.91,256.13,0.04,2
2012-12-26,South,14567.15,3799.59,0.04,1
2012-12-27,Central,4848.1900000000005,86.38999999999999,0.05,2
2012-12-27,East,55.27,19.12,0.05,1
2012-12-27,West,610.9635000000001,-254.191,0.030000000000000002,2
2012-12-28,Central,3730.54,1369.09,0.07,1
2012-12-28,East,18167.75,5629.067,0.055,4
2012-12-28,South,575.74,152.6,0.06,1
2012-12-28,West,404.26,-92.78999999999999,0.02,3
2012-12-29,South,5567.0295,1410.282,0.04,2
2012-12-30,East,29286.41,12009.046,0.08,3
2012-12-31,East,8547.523000000001,2382.263,0.02333333333333333,3
2013-01-01,South,5994.84,530.4802000000001,0.0525,4
2013-01-01,West,294.13,-123.07,0.01,1
2013-01-02,Central,11174.0,-655.6500000000001,0.1,2
2013-01-02,East,2028.9785,54.05099999999999,0.060000000000000005,2
2013-01-02,South,4433.6895,1298.232,0.08,2
2013-01-03,Central,294.48,-64.24,0.08,1
2013-01-03,East,1216.5,162.18,0.1,1
2013-01-03,South,3651.23,-36.80000000000001,0.04,6
2013-01-03,West,28389.14,7132.18,0.07,1
2013-01-04,Central,876.75,-248.69,0.02,1
2013-01-04,East,7062.72,-526.66,0.025,2
2013-01-05,Central,2071.54,-72.628,0.05,4
2013-01-05,East,2434.292,483.953,0.095,2
2013-01-06,South,593.93,-30.406499999999994,0.05500000000000001,2
2013-01-06,West,181.15,-46.68,0.06,1
2013-01-07,Central,7180.099999999999,782.4699999999999,0.03,3
2013-01-07,East,116.38,29.68,0.08,1
2013-01-07,West,265.61,83.44,0.0,2
2013-01-08,East,525.0935,22.317,0.01,2
2013-01-08,South,287.75,-136.02,0.02,1
2013-01-08,West,478.27,-4.8459,0.01,1
2013-01-09,South,16172.44,7176.12,0.03,1
2013-01-09,West,29884.6,12748.86,0.05,1
2013-01-10,Central,505.86,-52.4,0.04666666666666667,3
2013-01-10,East,22764.25,5204.360000000001,0.0775,4
2013-01-10,West,1065.12,-143.73000000000002,0.05666666666666667,3
2013-01-11,East,30055.62,9732.266,0.022,5
2013-01-11,West,7148.59,729.71,0.035,4
2013-01-12,East,1090.934,243.51805000000002,0.03333333333333333,3
2013-01-12,West,1256.82,-383.74,0.07500000000000001,2
2013-01-13,Central,981.9,11.38,0.06,1
2013-01-13,East,454.98,-186.577,0.02,2
2013-01-13,West,8038.08,2821.405,0.1,1
2013-01-14,Central,6774.68,1416.694,0.034999999999999996,2
2013-01-14,East,7701.35,-205.93,0.04666666666666667,3
2013-01-14,South,210.9,-62.46,0.03,1
2013-01-14,West,637.66,115.06000000000002,0.03333333333333333,3
2013-01-15,East,4961.76,1707.24,0.0033333333333333335,3
2013-01-15,South,4006.188,981.481,0.04,2
2013-01-16,Central,5615.139999999999,-739.29,0.0575,4
2013-01-16,East,29.19,0.646,0.03,1
2013-01-16,South,284.09000000000003,-26.451499999999996,0.065,2
2013-01-17,East,85.71,9.32,0.08,1
2013-01-17,South,223.88,55.21,0.03,1
2013-01-17,West,576.58,-81.55,0.04,1
2013-01-18,Central,167.542,-83.911,0.07666666666666666,3
2013-01-18,South,1651.8,-147.65999999999997,0.08499999999999999,2
2013-01-18,West,12773.310000000001,-8354.4924,0.04,5
2013-01-19,South,155.51,-87.34,0.07,1
2013-01-20,Central,1287.86,-1378.65,0.04,4
2013-01-20,East,1300.3100000000002,-575.0999,0.065,2
2013-01-20,South,2047.53,-350.67,0.045,4
2013-01-21,Central,81.68,-25.22,0.08,1
2013-01-22,Central,9503.83,-1048.7455,0.06125,8
2013-01-22,West,3.41,-1.78,0.06,1
2013-01-23,East,280.87,-214.153,0.01,1
2013-01-23,West,5333.58,1454.197,0.065,2
2013-01-24,East,2531.272,341.26700000000005,0.07500000000000001,2
2013-01-24,West,2906.29,580.56,0.045,2
2013-01-25,Central,10646.83,2644.5600000000004,0.08,2
2013-01-25,East,16851.016,-827.738366,0.01,2
2013-01-25,South,494.34,-30.19,0.05,1
2013-01-25,West,3128.8799999999997,-1587.34,0.055,2
2013-01-26,Central,657.54,-89.46,0.04,3
2013-01-26,East,840.04,-131.27,0.04,1
2013-01-26,South,487.59,-205.29,0.04,1
2013-01-27,Central,5.06,-2.64,0.01,1
2013-01-28,Central,4952.01,1395.1599999999999,0.08,2
2013-01-28,South,216.51,109.29,0.02,1
2013-01-28,West,75.57,28.24,0.03,1
2013-01-29,East,5305.349999999999,317.93,0.05,2
2013-01-29,South,4017.99,883.913,0.045,2
2013-01-30,South,5259.7744999999995,1825.1730000000002,0.09,2
2013-01-30,West,550.8505,-98.556,0.08,2
2013-01-31,Central,6624.21,2764.58,0.085,2
2013-01-31,East,3872.38,1110.35,0.1,1
2013-01-31,South,960.44,179.2,0.045,2
2013-01-31,West,1478.61,78.62,0.06,2
2013-02-01,Central,1541.2,-92.09,0.04,3
2013-02-01,East,4571.3279999999995,1482.309,0.023333333333333334,3
2013-02-01,West,343.94,-157.4,0.02,1
2013-02-02,Central,1499.6,637.6155,0.060000000000000005,4
2013-02-02,South,957.99,49.910000000000004,0.0375,4
2013-02-02,West,6741.74,-572.65,0.06333333333333334,3
2013-02-03,Central,2390.0405,136.144,0.025,2
2013-02-03,East,232.4155,-110.594,0.05,1
2013-02-04,South,6959.126,93.27250000000005,0.03222222222222222,9
2013-02-04,West,257.39,-121.91,0.08,1
2013-02-05,Central,1857.09,426.5935,0.035,2
2013-02-05,West,2595.07,1217.19,0.1,1
2013-02-06,Central,2927.629,514.376,0.046,5
2013-02-06,East,1523.31,-217.0,0.02666666666666667,3
2013-02-06,West,5149.06,605.44,0.03,1
2013-02-07,Central,748.25,-86.99,0.05,1
2013-02-07,East,4346.062,-351.814983,0.025,2
2013-02-07,West,1115.74,-373.39,0.06333333333333334,3
2013-02-08,East,12572.5,-594.5205,0.013333333333333334,3
2013-02-08,South,2908.03,-10.113000000000001,0.05,2
2013-02-09,Central,22834.5,109.21050000000002,0.052500000000000005,4
2013-02-10,Central,1930.5785,-199.68800000000002,0.045,2
2013-02-10,South,15677.35,4814.41,0.06,3
2013-02-10,West,134.3,-54.14,0.06,3
2013-02-11,East,316.61,-187.29,0.1,1
2013-02-11,South,1495.8400000000001,-161.68439999999998,0.06666666666666667,3
2013-02-11,West,8409.27,157.18000000000004,0.055714285714285716,7
2013-02-12,Central,10267.61,159.34000000000003,0.043333333333333335,3
2013-02-12,West,1033.82,-348.03999999999996,0.045,2
2013-02-13,East,301.44,-213.02999999999997,0.06,2
2013-02-14,Central,1576.223,286.119,0.05,1
2013-02-14,South,6387.3099999999995,-965.4100000000001,0.085,2
2013-02-14,West,174.11,-24.52,0.06,1
2013-02-15,Central,631.73,122.43,0.03,1
2013-02-15,West,384.21000000000004,-28.089999999999996,0.07,2
2013-02-16,Central,877.0999999999999,168.968,0.05,2
2013-02-17,Central,9609.18,2166.4,0.04666666666666667,3
2013-02-17,East,538.3,-63.98,0.03,1
2013-02-18,Central,136.29,-77.28,0.05,1
2013-02-19,Central,6897.77,-883.27,0.043333333333333335,3
2013-02-19,East,156.97,-25.4265,0.01,1
2013-02-19,South,15.88,-11.04,0.05,1
2013-02-20,Central,2696.32,-6.1229999999999905,0.065,4
2013-02-20,South,272.51,-72.04,0.05000000000000001,3
2013-02-20,West,7964.47,1927.63,0.0,2
2013-02-21,Central,164.74,-89.99,0.07,3
2013-02-21,East,3657.42,-39.20600000000002,0.08499999999999999,2
2013-02-22,Central,7814.5,-978.989,0.03166666666666667,6
2013-02-22,West,1741.4099999999999,-57.290000000000006,0.04,4
2013-02-23,East,2282.23,-4.990000000000009,0.018,5
